UDS 속성명,Naver 필드명,API 영역,사용 문서 수,UDS 필요도,설명
속성명 (string),attributeName,상품 속성,1,✅ 핵심 UDS,attributeName 속성명 (string)
솔루션 사용 승인 가능 여부,approveSubscriptionYn,판매자 인증 JWE 해석,1,✅ 핵심 UDS,approveSubscriptionYn boolean 솔루션 사용 승인 가능 여부
솔루션 ID,solutionId,"비즈월렛 결제 내역 조회, 솔루션 사용 API, 판매자 인증 JWE 해석",8,✅ 핵심 UDS,solutionId string 솔루션 ID Example: ZF75IAECnPGeZbwTPvmmN
솔루션 ID (string) REQUIRED 솔루션 ID,solutionId,외부 개발사 자체 결제,1,✅ 핵심 UDS,solutionId 솔루션 ID (string) REQUIRED 솔루션 ID
솔루션명,solutionName,비즈월렛 결제 내역 조회,1,✅ 핵심 UDS,solutionName string 솔루션명 Example: 클로바
솔루션사 거래 ID (string) REQUIRED 솔루션사,paymentId,외부 개발사 자체 결제,1,✅ 핵심 UDS,paymentId 솔루션사 거래 ID (string) REQUIRED 솔루션사 거래 ID
쇼핑윈도 채널상품 정보 구조체 (object) 이 구조체는,windowChannelProduct,상품,5,✅ 핵심 UDS,"windowChannelProduct 쇼핑윈도 채널상품 정보 구조체 (object) 이 구조체는 상품 정보 중 쇼핑윈도 채널상품 속성에 해당하는 상품 데이터를 표현하는 구조체입니다. 이 구조체는 API 호출에 대한 요청/응답 모두에서 사용합니다. 구조체의 객체 1개는 상품 1개에 대한 쇼핑윈도 채널상품 정보를 표현합니다. 상품 단위별로 쇼핑윈도 채널상품 정보는 단일 구조체로만 포함되나 계층 구조상 자매 개체로 원상품 구조체 혹은 스마트스토어 채널상품 구조체와 함께 사용할 수 있습니다. 이 구조체는 아래 API에서 사용합니다. 상품 등록, 채널 상품 조회, 채널 상품 수정, 원상품 조회, 원상품 수정 등 이 구조체는 상품 정보 중 쇼핑윈도 채널상품 속성에 해당하는 상품 데이터를 표현하는 구조체입니다. 이 구조체는 API 호출에 대한 요청/응답 모두에서 사용합니다. 구조체의 객체 1개는 상품 1개에 대한 쇼핑윈도 채널상품 정보를 표현합니다. 상품 단위별로 쇼핑윈도 채널상품 정보는 단일 "
수거 송장 번호,collectTrackingNumber,반품,1,✅ 핵심 UDS,collectTrackingNumber string 수거 송장 번호 Example: D2485799470
수급 상품번호 (integer,injectProductNo,상품 목록,1,✅ 핵심 UDS,injectProductNo 수급 상품번호 (integer<int64>)
수량클레임 변경사항 개발 대응 완료 여부 (수량클레임 변경사,quantityClaimCompatibility,주문 조회,2,✅ 핵심 UDS,quantityClaimCompatibility boolean 수량클레임 변경사항 개발 대응 완료 여부 (수량클레임 변경사항에 대한 개발 대응 완료 시 true 값으로 호출) Example: true
수수료 금액 (number) REQUIRED 수수료 금액,commissionAmount,정산 내역,1,✅ 핵심 UDS,commissionAmount 수수료 금액 (number) REQUIRED 수수료 금액
수수료 기준 금액 (number) REQUIRED 수수료 기,commissionBasisAmount,정산 내역,1,✅ 핵심 UDS,commissionBasisAmount 수수료 기준 금액 (number) REQUIRED 수수료 기준 금액
수수료 정산 금액 (number) NULLABLE 수수료 정,commissionSettleAmount,정산 내역,1,✅ 핵심 UDS,commissionSettleAmount 수수료 정산 금액 (number) NULLABLE 수수료 정산 금액
수수료 타입 (string) REQUIRED 수수료 타입 S,commissionType,정산 내역,1,✅ 핵심 UDS,"commissionType 수수료 타입 (string) REQUIRED 수수료 타입 SALE_COMMISSION((구)판매 수수료) PAY_COMMISSION(Npay 수수료) CHNL_COMMISSION(채널 수수료) ISTLM_COMMISSION(무이자 할부 수수료) PUBLISHING_COMMISSION(퍼블리싱 수수료) INFLOW_COMMISSION(유입 수수료) SERVICE_COMMISSION(솔루션 사용료) CONTRACT_COMMISSION(계약 수수료) PACKAGE_COMMISSION(패키지 사용료) PARTNER_COMMISSION(제휴 사용료) PURCHASER_COMMISSION(구매자 수수료) PRICE_COMPARISON_COMMISSION(가격비교 수수료) PLATFORM_COMMISSION(판매 수수료) VERTICAL_COMMISSION(버티컬 사용료) Possible values: [SALE_COMMISSION, PAY_COMMISSION, CHN"
수정 가능 여부 (boolean) REQUIRED,realValueUsable,옵션,1,✅ 핵심 UDS,realValueUsable value 수정 가능 여부 (boolean) REQUIRED
수정일시,"modificationYmdt, modifiedDate","SKU, 상품 목록",2,✅ 핵심 UDS,modificationYmdt string<date-time> REQUIRED SKU 수정일시. KST(UTC+09:00)로 응답. Example: 2024-01-01T11:20:50.001+09:00
스마트스토어 그룹상품 공통 채널 정보 (object),smartstoreGroupChannel,그룹상품,4,✅ 핵심 UDS,smartstoreGroupChannel 스마트스토어 그룹상품 공통 채널 정보 (object)
스마트스토어 채널 상품 (object) channelProd,smartstoreChannelProduct,상품,4,✅ 핵심 UDS,"smartstoreChannelProduct 스마트스토어 채널 상품 (object) channelProductName 채널 상품 전용 상품명 (string) 채널 상품 전용 상품명을 사용하는 경우 입력합니다. 미입력 시 원상품명으로 적용됩니다. bbsSeq 콘텐츠 게시글 일련번호 (integer<int64>) 공지사항 storeKeepExclusiveProduct 알림받기 동의 회원 전용 상품 여부 (boolean) 미입력 시 false로 저장됩니다. naverShoppingRegistration 네이버 쇼핑 등록 여부 (boolean) REQUIRED 네이버 쇼핑 광고주가 아닌 경우에는 false로 저장됩니다. channelProductDisplayStatusType 전시 상태 코드(스마트스토어 채널 전용) (string) REQUIRED ON, SUSPENSION만 입력 가능합니다. WAIT(전시 대기), ON(전시 중), SUSPENSION(전시 중지) Possible valu"
스마트스토어 채널 상품번호 (integer,smartstoreChannelProductNo,"그룹상품, 상품",8,✅ 핵심 UDS,smartstoreChannelProductNo 스마트스토어 채널 상품번호 (integer<int64>)
스마트스토어 채널상품 정보 구조체 (object) 이 구조체,smartstoreChannelProduct,상품,3,✅ 핵심 UDS,"smartstoreChannelProduct 스마트스토어 채널상품 정보 구조체 (object) 이 구조체는 상품 정보 중 스마트스토어 채널상품 속성에 해당하는 상품 데이터를 표현하는 구조체입니다. 이 구조체는 API 호출에 대한 요청/응답 모두에서 사용합니다. 구조체의 객체 1개는 상품 1개에 대한 스마트스토어 채널상품 정보를 표현합니다. 상품 단위별로 스마트스토어 채널상품 정보는 단일 구조체로만 포함되나 계층 구조상 자매 개체로 원상품 구조체 혹은 쇼핑윈도 채널상품 구조체와 함께 사용할 수 있습니다. 이 구조체는 아래 API에서 사용합니다. 상품 등록, 채널 상품 조회, 채널 상품 수정, 원상품 조회, 원상품 수정 등 이 구조체는 상품 정보 중 스마트스토어 채널상품 속성에 해당하는 상품 데이터를 표현하는 구조체입니다. 이 구조체는 API 호출에 대한 요청/응답 모두에서 사용합니다. 구조체의 객체 1개는 상품 1개에 대한 스마트스토어 채널상품 정보를 표현합니다. 상품 단위별로 스마트"
스마트스토어 채널상품 정보 구조체 (object) REQUI,smartstoreChannelProduct,상품,2,✅ 핵심 UDS,"smartstoreChannelProduct 스마트스토어 채널상품 정보 구조체 (object) REQUIRED 이 구조체는 상품 정보 중 스마트스토어 채널상품 속성에 해당하는 상품 데이터를 표현하는 구조체입니다. 이 구조체는 API 호출에 대한 요청/응답 모두에서 사용합니다. 구조체의 객체 1개는 상품 1개에 대한 스마트스토어 채널상품 정보를 표현합니다. 상품 단위별로 스마트스토어 채널상품 정보는 단일 구조체로만 포함되나 계층 구조상 자매 개체로 원상품 구조체 혹은 쇼핑윈도 채널상품 구조체와 함께 사용할 수 있습니다. 이 구조체는 아래 API에서 사용합니다. 상품 등록, 채널 상품 조회, 채널 상품 수정, 원상품 조회, 원상품 수정 등 이 구조체는 상품 정보 중 스마트스토어 채널상품 속성에 해당하는 상품 데이터를 표현하는 구조체입니다. 이 구조체는 API 호출에 대한 요청/응답 모두에서 사용합니다. 구조체의 객체 1개는 상품 1개에 대한 스마트스토어 채널상품 정보를 표현합니다. 상품"
스토어 프로필 섬네일 URL,representImageUrl,판매자 인증 JWE 해석,1,✅ 핵심 UDS,representImageUrl string 스토어 프로필 섬네일 URL
스토어명(대표 채널명),channelName,판매자 인증 JWE 해석,1,✅ 핵심 UDS,channelName string 스토어명(대표 채널명)
시간별 결제 금액 Array,payAmountByHour,실시간 분석,1,✅ 핵심 UDS,payAmountByHour DimensionAndMetric (object)[] 시간별 결제 금액 Array [ dimension string 집계 필드 metric number<double> 집계 수치 rate number<double> 비율 정보. 비율 값을 전달하는 경우 해당 필드 전달 ]
시작일,startDate,정산 내역,1,✅ 핵심 UDS,startDate string<date> REQUIRED 시작일 Example: 2022-01-01
신규 고객 비율,newCustomerRatio,고객 데이터,2,✅ 핵심 UDS,newCustomerRatio number<double> 신규 고객 비율
신규 고객 수,newCustomerCount,고객 데이터,2,✅ 핵심 UDS,newCustomerCount integer<int64> 신규 고객 수
신규 등급 추가,joinCount,고객 데이터,2,✅ 핵심 UDS,joinCount integer<int64> 신규 등급 추가
신용카드 금액 (number) REQUIRED 신용카드 금액,creditCardAmount,부가세 내역,2,✅ 핵심 UDS,creditCardAmount 신용카드 금액 (number) REQUIRED 신용카드 금액
실버 고객 수,silver,고객 데이터,2,✅ 핵심 UDS,silver integer<int64> 실버 고객 수
알림 고객 수(누적),notificationCustomer,고객 데이터,2,✅ 핵심 UDS,notificationCustomer integer<int64> 알림 고객 수(누적)
알림 고객 수(증감),notificationCustomerFluctuation,고객 데이터,2,✅ 핵심 UDS,notificationCustomerFluctuation integer<int64> 알림 고객 수(증감)
알림받기 동의 회원 리뷰 추가 적립 포인트 (integer,regularCustomerPoint,상품 목록,1,✅ 핵심 UDS,regularCustomerPoint 알림받기 동의 회원 리뷰 추가 적립 포인트 (integer<int64>)
알림받기 동의 회원 전용 상품 여부 (boolean) 미,storeKeepExclusiveProduct,상품,8,✅ 핵심 UDS,storeKeepExclusiveProduct 알림받기 동의 회원 전용 상품 여부 (boolean) 미입력 시 false로 저장됩니다.
에 연결된 판매상품의 수,nsMappingCount,SKU,1,✅ 핵심 UDS,nsMappingCount integer<int32> REQUIRED SKU ID에 연결된 판매상품의 수
여성 구매 통계 ratio number,femalePurchaseStats,고객 데이터,2,✅ 핵심 UDS,femalePurchaseStats femalePurchaseSchema.data-insight (object) REQUIRED 여성 구매 통계 ratio number<double> 구매 비율
연동일시,allianceLinkedYmdt,SKU,1,✅ 핵심 UDS,allianceLinkedYmdt string<date-time> REQUIRED 연동일시. 물류사 SKU정보 연동일시 KST(UTC+09:00)로 응답 Example: 2024-01-01T11:20:50.001+09:00
연락처 1,phoneNumber1,판매자 주소록,2,✅ 핵심 UDS,phoneNumber1 string 연락처 1
연락처 2,phoneNumber2,판매자 주소록,2,✅ 핵심 UDS,phoneNumber2 string 연락처 2
연령대별 구매 통계 teenage teenagePurchas,agePurchaseStats,고객 데이터,2,✅ 핵심 UDS,agePurchaseStats AgePurchaseStats.data-insight (object) REQUIRED 연령대별 구매 통계 teenage teenagePurchaseSchema.data-insight (object) early20s early20sPurchaseSchema.data-insight (object) late20s late20sPurchaseSchema.data-insight (object) early30s early30sPurchaseSchema.data-insight (object) late30s late30sPurchaseSchema.data-insight (object) early40s early40sPurchaseSchema.data-insight (object) late40s late40sPurchaseSchema.data-insight (object) early50s early50sPurchaseSchema.data-insight (object) 
예금주 (string) NULLABLE 예금주,depositorName,정산 내역,1,✅ 핵심 UDS,depositorName 예금주 (string) NULLABLE 예금주
예상 배송비 (integer,expectationDeliveryFee,상품 배송 정보,1,✅ 핵심 UDS,expectationDeliveryFee 예상 배송비 (integer<int32>) Possible values: <= 100000
오늘출발 상품 재고 수량 (integer,todayStockQuantity,상품 일괄 수정,1,✅ 핵심 UDS,todayStockQuantity 오늘출발 상품 재고 수량 (integer<int32>)
오류 발생 원인,invalidInputs,고객 문의 조회,1,✅ 핵심 UDS,invalidInputs InputViolation.pay-user (object)[]API 오류 발생 원인. 4001 API 오류 코드 발생 시 전달되는 정보입니다.Array [namestringrequiredmessagestringrequired]
오류 타입,type,"부가세 내역, 정산 내역",5,✅ 핵심 UDS,typestringrequired오류 타입
옵션 그룹명 (string) (예,groupName,옵션,1,✅ 핵심 UDS,"groupName 옵션 그룹명 (string) (예: 사이즈, 색상)"
옵션 재고 수량 관리 사용 여부 (boolean) false,useStockManagement,상품,1,✅ 핵심 UDS,"useStockManagement 옵션 재고 수량 관리 사용 여부 (boolean) false로 설정하면 수량이 9,999로 설정됩니다(표준형 옵션)."
옵션 정보 (object) REQUIRED 옵션 재고 및 옵,optionInfo,상품,1,✅ 핵심 UDS,"optionInfo 옵션 정보 (object) REQUIRED 옵션 재고 및 옵션가 설정이 가능한 옵션 설정 상품에 대해 수정이 가능합니다. 옵션 타입 및 옵션명, 옵션값 수정이 필요한 경우 상품 수정 API를 이용해주세요. optionCombinations 조합형 옵션 (object)[] optionStandards 표준형 옵션 (object)[] useStockManagement 옵션 재고 수량 관리 사용 여부 (boolean) false로 설정하면 수량이 9,999로 설정됩니다(표준형 옵션)."
옵션 ID,optionId,SKU,1,✅ 핵심 UDS,optionId string NULLABLE 옵션 ID. SKU와 연결된 옵션 ID.
옵션명,optionName,판매 옵션,1,✅ 핵심 UDS,optionName 판매 옵션명 (string) REQUIRED
옵션명 (string) REQUIRED 옵션 속성명(예,attributeName,옵션,1,✅ 핵심 UDS,"attributeName 옵션명 (string) REQUIRED 옵션 속성명(예: 색상, 사이즈(공통), 사이즈(미국))"
요금제 ID,planId,비즈월렛 결제 내역 조회,1,✅ 핵심 UDS,planId string 요금제 ID Example: 6xyk6Ml2kDHnCi92p2DoqF
요금제 ID (string) 요금제 ID,planId,외부 개발사 자체 결제,1,✅ 핵심 UDS,planId 요금제 ID (string) 요금제 ID
요금제 ID(솔루션 사용 중일 때만 존재),planId,판매자 인증 JWE 해석,1,✅ 핵심 UDS,planId string 요금제 ID(솔루션 사용 중일 때만 존재)
요청 결과 (string) QUEUED,state,그룹상품,4,✅ 핵심 UDS,"state 요청 결과 (string) QUEUED: 상품 등록/수정/전환 대기 중 IN PROGRESS: 상품 등록/수정/전환 진행 중 COMPLETED: 상품 등록/수정/전환 완료 ALREADY_RESERVED: 동일 계정에서 이미 다른 요청이 진행 중 FAILED: 상품 등록/수정/전환 실패 ERROR: 시스템 오류 Possible values: [QUEUED, IN_PROGRESS, COMPLETED, ALREADY_RESERVED, ERROR, FAILED]"
요청 진행률 (integer,progress,그룹상품,4,✅ 핵심 UDS,progress 요청 진행률 (integer<int32>)
요청 ID (string) 요청을 식별하기 위한 고유 ID입,requestId,그룹상품,4,✅ 핵심 UDS,requestId 요청 ID (string) 요청을 식별하기 위한 고유 ID입니다. 처리 상태와 진행 상황을 조회할 수 있습니다.
우대 수수료 환급 금액 (number) NULLABLE 우대,preferentialCommissionAmount,정산 내역,1,✅ 핵심 UDS,preferentialCommissionAmount 우대 수수료 환급 금액 (number) NULLABLE 우대 수수료 환급 금액
우편번호,postalCode,판매자 주소록,2,✅ 핵심 UDS,postalCode string 우편번호
운송장번호,trackingNumber,발주/발송 처리,1,✅ 핵심 UDS,trackingNumber string 송장 번호 Example:
원거래 ID (string) 원거래 ID,originalPaymentId,외부 개발사 자체 결제,1,✅ 핵심 UDS,originalPaymentId 원거래 ID (string) 원거래 ID
원결제번호,originalTransactionId,비즈월렛 결제 내역 조회,1,✅ 핵심 UDS,originalTransactionId string 원결제번호 Example: CSP230807100017M5T074S10163
원상품 (object) 응답용 원상품 정보,originProduct,상품,4,✅ 핵심 UDS,"originProduct 원상품 (object) 응답용 원상품 정보. 원상품에 속한 채널 상품은 모두 상품 공통 속성을 참고합니다. statusType 상품 판매 상태 코드 (string) REQUIRED Possible values: [WAIT, SALE, OUTOFSTOCK, UNADMISSION, REJECTION, SUSPENSION, CLOSE, PROHIBITION, DELETE] saleType 상품 판매 유형 코드 (string) Possible values: [NEW, OLD] leafCategoryId 리프 카테고리 ID (string) name 상품명 (string) REQUIRED detailContent 상품 상세 정보 (string) REQUIRED images 상품 이미지 (object) REQUIRED saleStartDate 판매 시작 일시 (string<date-time>) 'yyyy-MM-dd'T'HH:mm[:ss][.SSS]XXX' 형식으로 입력합"
원상품 (object) REQUIRED 상품 공통 속성,originProduct,상품,3,✅ 핵심 UDS,"originProduct 원상품 (object) REQUIRED 상품 공통 속성. 원상품에 속한 채널 상품은 모두 상품 공통 속성을 참고하게 됩니다. statusType 상품 판매 상태 코드 (string) REQUIRED 상품 API에서 상품의 판매 상태를 나타내기 위해 사용하는 코드입니다. 상품 등록 시에는 SALE(판매 중)만 입력할 수 있으며, 상품 수정 시에는 SALE(판매 중), SUSPENSION(판매 중지)만 입력할 수 있습니다. 상품 등록 시에 SUSPENSION(판매 중지)을 입력하면 SALE(판매 중)로 등록됩니다. StockQuantity의 값이 0인 경우 상품 상태는 OUTOFSTOCK(품절)으로 등록됩니다. 품절 상태의 상품을 판매 중으로 변경하는 경우, StockQuantity(재고 수량)와 함께 statusType을 SALE(판매 중)로 입력해야 합니다. WAIT(판매 대기), SALE(판매 중), OUTOFSTOCK(품절), UNADMISSION(승인 "
